miRBase cluster	Algorithm cluster
uc_prd-mir-7932	uc_prd-mir-7932
uc_dme-mir-1004	uc_dme-mir-1004
uc_bta-mir-2305	uc_bta-mir-2305
uc_gga-mir-1695	uc_gga-mir-1695
uc_sko-mir-4836	uc_sko-mir-4836
uc_mtr-MIR5560	uc_mtr-MIR5560
uc_mmu-mir-1258	uc_mmu-mir-1258
uc_aca-mir-5425	uc_aca-mir-5425
mir-1991	mir-1991_1
uc_gga-mir-6695	uc_gga-mir-6695
MIR7724	mir-31_2
uc_prd-mir-5358b	mir-5358_1
uc_sma-mir-8429	uc_sma-mir-8429
uc_bta-mir-2407	uc_bta-mir-2407
uc_str-mir-8386	MIR6445
uc_gga-mir-6707	uc_gga-mir-6707
uc_tca-mir-3810	uc_tca-mir-3810
mir-7857	mir-9855-2
uc_osa-MIR1880	uc_osa-MIR1880
uc_bta-mir-449d	uc_bta-mir-449d
uc_prd-mir-7916	uc_prd-mir-7916
uc_hsa-mir-4267	uc_hsa-mir-4267
uc_ame-mir-6052	uc_ame-mir-6052
uc_rmi-mir-5329	uc_rmi-mir-5329
mir-2363	mir-2363-2
uc_gga-mir-1625	uc_gga-mir-1625
uc_mdo-mir-7367	uc_mdo-mir-7367
mir-m22-1	mir-m22-1
uc_ppc-mir-84e	mir-84_2
uc_mml-mir-7184	uc_mml-mir-7184
uc_ppc-mir-8272	uc_ppc-mir-8272
uc_mmu-mir-3965	uc_mmu-mir-3965
uc_hvsa-miR-HSUR5	uc_hvsa-miR-HSUR5
uc_bmo-mir-3285	uc_bmo-mir-3285
uc_ppc-mir-2266	uc_ppc-mir-2266
uc_mdo-mir-7318	uc_mdo-mir-7318
mir-2582	mir-2582
uc_mmu-mir-5120	uc_mmu-mir-5120
uc_oan-mir-1326	uc_oan-mir-1326
uc_hsa-mir-4316	uc_hsa-mir-4316
uc_hsa-mir-4307	uc_hsa-mir-4307
uc_hsa-mir-4324	mir-125_1
uc_hsa-mir-4304	uc_hsa-mir-4304
uc_pma-mir-4629	uc_pma-mir-4629
uc_gga-mir-1758	uc_gga-mir-1758
uc_hco-mir-5896	uc_hco-mir-5896
uc_cel-mir-4807	mir-4809
uc_ppc-mir-8242	uc_ppc-mir-8242
MIR6146	mir-1634-2
uc_cin-mir-4078	uc_cin-mir-4078
uc_tgu-mir-2973	uc_tgu-mir-2973
uc_eca-mir-9133	uc_eca-mir-9133
uc_eca-mir-9061	uc_eca-mir-9061
uc_efu-mir-9234c	uc_efu-mir-9234c
uc_nve-mir-2033	uc_nve-mir-2033
uc_hsa-mir-7850	uc_hsa-mir-7850
uc_pma-mir-4615	uc_pma-mir-4615
uc_cin-mir-4066	uc_cin-mir-4066
uc_hvt-mir-H7	uc_hvt-mir-H7
uc_hsa-mir-5787	uc_hsa-mir-5787
uc_mmu-mir-6918	uc_mmu-mir-6918
uc_hbv-mir-B7	uc_hbv-mir-B7
uc_mdo-mir-7302	uc_mdo-mir-7302
uc_cre-MIR913	uc_cre-MIR913
uc_hsa-mir-4784	uc_hsa-mir-4784
uc_cin-mir-4096	uc_cin-mir-4096
uc_cfa-mir-8859b	mir-8859
uc_bmo-mir-2847	uc_bmo-mir-2847
uc_eca-mir-9081	uc_eca-mir-9081
uc_bta-mir-2446	uc_bta-mir-2446
uc_ssc-mir-9815	uc_ssc-mir-9815
uc_ipu-mir-730-2	mir-730
uc_sma-mir-8452	uc_sma-mir-8452
uc_prd-mir-7902	uc_prd-mir-7902
mir-1188	mir-1188
uc_dre-mir-2197	uc_dre-mir-2197
uc_gma-MIR4370	uc_gma-MIR4370
uc_hco-mir-5987	uc_hco-mir-5987
uc_ame-mir-3719	uc_ame-mir-3719
uc_smo-MIR1080	uc_smo-MIR1080
uc_mmu-mir-1966	uc_mmu-mir-1966
uc_hsa-mir-5693	uc_hsa-mir-5693
uc_hco-mir-5954	uc_hco-mir-5954
uc_cfa-mir-8885	uc_cfa-mir-8885
uc_cin-mir-4145	uc_cin-mir-4145
uc_gga-mir-1645	uc_gga-mir-1645
uc_mghv-mir-M1-1	uc_mghv-mir-M1-1
uc_osa-MIR2091	uc_osa-MIR2091
uc_hsa-mir-4643	uc_hsa-mir-4643
uc_ppc-mir-54	uc_ppc-mir-54
uc_hsa-mir-4675	uc_hsa-mir-4675
uc_rno-mir-6215	uc_rno-mir-6215
uc_hsa-mir-7846	uc_hsa-mir-7846
mir-9441	mir-9441-2
uc_ppe-MIR8133	MIR8133
uc_mse-mir-6097	uc_mse-mir-6097
uc_hsa-mir-5590	uc_hsa-mir-5590
uc_tca-mir-3850	uc_tca-mir-3850
uc_stu-MIR8033	uc_stu-MIR8033
uc_prd-mir-7936	uc_prd-mir-7936
uc_kshv-mir-K12-3	uc_kshv-mir-K12-3
uc_oan-mir-1378	mir-1378
uc_hsa-mir-6771	uc_hsa-mir-6771
uc_osa-MIR5515	uc_osa-MIR5515
uc_efu-mir-9219	uc_efu-mir-9219
uc_mmu-mir-1930	uc_mmu-mir-1930
uc_gga-mir-6664	uc_gga-mir-6664
uc_kshv-miR-K12-2	uc_kshv-miR-K12-2
uc_sko-mir-4822	uc_sko-mir-4822
uc_cin-mir-4087	uc_cin-mir-4087
uc_bta-mir-2467	uc_bta-mir-2467
MIR5642	MIR5642
MIR534	MIR898
uc_pma-mir-4547	uc_pma-mir-4547
uc_ppc-mir-8291	uc_ppc-mir-8291
uc_osa-MIR5828	uc_osa-MIR5828
uc_bfl-mir-4895	uc_bfl-mir-4895
uc_hsa-mir-3654	uc_hsa-mir-3654
uc_cel-mir-795	uc_cel-mir-795
uc_mja-mir-6493	uc_mja-mir-6493
uc_ppc-mir-8239	mir-8239
uc_gga-mir-3532	uc_gga-mir-3532
uc_ame-mir-3724	uc_ame-mir-3724
uc_hsa-mir-6812	uc_hsa-mir-6812
uc_mmu-mir-6991	uc_mmu-mir-6991
uc_dps-mir-2575	uc_dps-mir-2575
uc_isc-mir-5312	uc_isc-mir-5312
uc_eca-mir-9171	uc_eca-mir-9171
uc_hsa-mir-3166	uc_hsa-mir-3166
uc_nta-MIR6160	uc_nta-MIR6160
uc_gga-mir-1746	uc_gga-mir-1746
uc_prd-mir-7956	uc_prd-mir-7956
uc_aly-MIR4238	uc_aly-MIR4238
MIR7127	MIR7127
uc_gra-MIR8641	uc_gra-MIR8641
uc_mdo-mir-7338	uc_mdo-mir-7338
uc_tca-mir-3805b	uc_tca-mir-3805b
uc_sma-mir-8477	uc_sma-mir-8477
uc_gga-mir-1578	uc_gga-mir-1578
uc_bta-mir-2384	uc_bta-mir-2384
uc_ath-MIR776	uc_ath-MIR776
uc_bhv1-mir-B3	uc_bhv1-mir-B3
uc_cfa-mir-8824	uc_cfa-mir-8824
mir-8536	mir-8536
uc_ame-mir-3801	uc_ame-mir-3801
uc_cin-mir-4153	uc_cin-mir-4153
uc_cel-mir-1832b	uc_cel-mir-1832b
uc_pma-mir-4595	uc_pma-mir-4595
uc_hvu-MIR6188	uc_hvu-MIR6188
uc_pde-MIR946	MIR946
uc_ssc-mir-9818	uc_ssc-mir-9818
uc_hvu-MIR6198	uc_hvu-MIR6198
uc_oan-mir-1379	uc_oan-mir-1379
uc_sma-mir-8409	uc_sma-mir-8409
uc_bmo-mir-3244	uc_bmo-mir-3244
uc_mmu-mir-7688	uc_mmu-mir-7688
uc_ssc-mir-9846	uc_ssc-mir-9846
uc_crm-mir-7613	uc_crm-mir-7613
uc_ppc-mir-8234	uc_ppc-mir-8234
uc_eca-mir-8971	uc_eca-mir-8971
uc_aly-MIR4234	uc_aly-MIR4234
mir-8489	mir-8489
uc_gga-mir-1550	uc_gga-mir-1550
uc_stu-MIR8042	uc_stu-MIR8042
mir-1729	mir-2558-2
uc_cpa-MIR8152	uc_cpa-MIR8152
uc_mse-mir-6100	uc_mse-mir-6100
uc_sja-mir-3485	uc_sja-mir-3485
uc_mml-mir-7197	uc_mml-mir-7197
MIR951	MIR951
uc_nve-mir-9458	uc_nve-mir-9458
uc_hsa-mir-5010	uc_hsa-mir-5010
uc_dme-mir-9375	uc_dme-mir-9375
uc_ppt-MIR1059	uc_ppt-MIR1059
mir-8338	mir-8338-2
MIR835	MIR835
uc_hsa-mir-4709	uc_hsa-mir-4709
uc_hsa-mir-6893	uc_hsa-mir-6893
MIR846	MIR861
mir-3569	mir-3569
uc_gga-mir-1771	uc_gga-mir-1771
uc_bdi-MIR5177	uc_bdi-MIR5177
uc_crm-mir-1817b	mir-1817
uc_mml-mir-3938	mir-3938
uc_hsa-mir-5193	uc_hsa-mir-5193
uc_hsa-mir-7847	mir-7847
uc_cpa-MIR8143	uc_cpa-MIR8143
uc_tca-mir-3839	uc_tca-mir-3839
uc_str-mir-8390	uc_str-mir-8390
uc_str-mir-87a	uc_str-mir-87a
uc_ptc-MIR7835	uc_ptc-MIR7835
mir-3119	mir-964
uc_bmo-mir-3308	uc_bmo-mir-3308
uc_mmu-mir-7065	uc_mmu-mir-7065
uc_bmo-mir-2792	uc_bmo-mir-2792
uc_mml-mir-7163	uc_mml-mir-7163
uc_oan-mir-7401	uc_oan-mir-7401
uc_lja-MIR7519	uc_lja-MIR7519
hvt-mir-H9	mir-H9
uc_sme-mir-216	uc_sme-mir-216
uc_mmu-mir-7031	uc_mmu-mir-7031
uc_oan-mir-1396	uc_oan-mir-1396
uc_prd-mir-7929	uc_prd-mir-7929
uc_ppe-MIR6282	uc_ppe-MIR6282
uc_ssc-mir-7144	uc_ssc-mir-7144
mir-2820	mir-963
MIR6263	mir-7640-2
uc_mmu-mir-3061	uc_mmu-mir-3061
uc_cin-mir-4168	uc_cin-mir-4168
uc_cte-mir-1995	uc_cte-mir-1995
uc_bmo-mir-3237	uc_bmo-mir-3237
uc_bmo-mir-3218	uc_bmo-mir-3218
uc_ame-mir-3732	mir-4573
uc_hsa-mir-5685	uc_hsa-mir-5685
uc_rmi-mir-5335	uc_rmi-mir-5335
uc_api-mir-3052	uc_api-mir-3052
uc_efu-mir-9249	uc_efu-mir-9249
uc_dvi-mir-1003	mir-1003
uc_sma-mir-8445	uc_sma-mir-8445
MIR6149	mir-3389
mir-3680	mir-3680-2
uc_eca-mir-9074	uc_eca-mir-9074
uc_dme-mir-9380	uc_dme-mir-9380
uc_hsa-mir-3157	uc_hsa-mir-3157
uc_mml-mir-7171	uc_mml-mir-7171
uc_bta-mir-6533	uc_bta-mir-6533
uc_bta-mir-6518	uc_bta-mir-6518
uc_gma-MIR5785	uc_gma-MIR5785
mir-K12-10	mir-K12-10
uc_eca-mir-8926	uc_eca-mir-8926
uc_mdv2-mir-M29	uc_mdv2-mir-M29
uc_cel-mir-2219	uc_cel-mir-2219
uc_crm-mir-7597	uc_crm-mir-7597
uc_bta-mir-2373	uc_bta-mir-2373
mir-4444	mir-4444
uc_hhv6b-mir-Ro6-1	uc_hhv6b-mir-Ro6-1
uc_tca-mir-3856	uc_tca-mir-3856
uc_bdi-MIR7773	uc_bdi-MIR7773
MIR6274	mir-4867
MIR6439	mir-3923
uc_mdo-mir-7310	uc_mdo-mir-7310
uc_hsa-mir-4481	uc_hsa-mir-4481
uc_hsa-mir-7856	uc_hsa-mir-7856
uc_isc-mir-1993	uc_isc-mir-1993
uc_cin-mir-5598	mir-5609
uc_bta-mir-2414	uc_bta-mir-2414
uc_stu-MIR8013	uc_stu-MIR8013
uc_hsa-mir-6733	uc_hsa-mir-6733
MIR810	MIR810
uc_sbi-MIR5385	uc_sbi-MIR5385
uc_mmu-mir-1951	uc_mmu-mir-1951
uc_hsa-mir-3609	mir-3609
uc_efu-mir-9343	uc_efu-mir-9343
uc_iltv-mir-I3	uc_iltv-mir-I3
uc_bta-mir-2377	uc_bta-mir-2377
uc_bmo-mir-2742	uc_bmo-mir-2742
uc_hsa-mir-3125	uc_hsa-mir-3125
uc_ppt-MIR1055	uc_ppt-MIR1055
mir-4847	mir-5992-2
mir-683	mir-683-2
uc_gga-mir-6542	uc_gga-mir-6542
uc_efu-mir-9268	uc_efu-mir-9268
mir-9014	mir-9014-2
uc_bdi-MIR9491	uc_bdi-MIR9491
uc_bta-mir-2370	uc_bta-mir-2370
uc_gga-mir-1730	uc_gga-mir-1730
uc_mml-mir-7175	uc_mml-mir-7175
uc_rmi-mir-5334	uc_rmi-mir-5334
uc_cfa-mir-8893	uc_cfa-mir-8893
uc_rlcv-mir-rL1-21	uc_rlcv-mir-rL1-21
uc_cfa-mir-8831	uc_cfa-mir-8831
uc_bhv5-mir-B12	uc_bhv5-mir-B12
uc_sbi-MIR6231	uc_sbi-MIR6231
uc_sme-mir-2164	uc_sme-mir-2164
uc_dpu-mir-279b	uc_dpu-mir-279b
uc_hsa-mir-6766	uc_hsa-mir-6766
uc_hsa-mir-4713	uc_hsa-mir-4713
uc_prd-mir-2	uc_prd-mir-2
uc_cel-mir-4937	uc_cel-mir-4937
mir-3198	mir-3198-2
mir-2057	mir-2057
uc_ppc-mir-2246	uc_ppc-mir-2246
uc_mmu-mir-7683	uc_mmu-mir-7683
uc_hsa-mir-8066	uc_hsa-mir-8066
uc_mmu-mir-7027	uc_mmu-mir-7027
uc_cbn-mir-784	uc_cbn-mir-784
MIR5270	MIR5270
uc_cfa-mir-8819	uc_cfa-mir-8819
uc_pma-mir-4548	mir-5404
uc_hsa-mir-2052	uc_hsa-mir-2052
uc_bmo-mir-3248	uc_bmo-mir-3248
mir-992	mir-992
uc_sja-mir-3499	mir-3492
uc_mmu-mir-9769	uc_mmu-mir-9769
uc_tae-MIR9673	uc_tae-MIR9673
uc_bta-mir-7860	uc_bta-mir-7860
uc_meu-mir-6313	uc_meu-mir-6313
uc_hsa-mir-4804	uc_hsa-mir-4804
uc_hvu-MIR6207	uc_hvu-MIR6207
uc_hsa-mir-6740	uc_hsa-mir-6740
uc_prd-mir-7928	uc_prd-mir-7928
uc_bmo-mir-3411	uc_bmo-mir-3411
uc_mdo-mir-7277	uc_mdo-mir-7277
uc_osa-MIR5814	uc_osa-MIR5814
uc_gga-mir-1740	uc_gga-mir-1740
uc_api-mir-3056	uc_api-mir-3056
uc_aly-MIR4224	uc_aly-MIR4224
uc_ppc-mir-8319	uc_ppc-mir-8319
uc_mmu-mir-8117	uc_mmu-mir-8117
MIR1095	MIR1095
uc_hco-mir-5950	uc_hco-mir-5950
uc_crm-mir-64e	uc_crm-mir-64e
uc_lja-MIR7520	uc_lja-MIR7520
uc_sbi-MIR6222	uc_sbi-MIR6222
mir-125_2	mir-125_4
uc_hsa-mir-4754	uc_hsa-mir-4754
uc_hco-mir-5941	uc_hco-mir-5941
uc_mcmv-mir-m01-2	uc_mcmv-mir-m01-2
uc_bta-mir-2477	uc_bta-mir-2477
mir-5897	mir-3664
uc_prd-mir-7865	uc_prd-mir-7865
uc_hsa-mir-3686	uc_hsa-mir-3686
uc_hsa-mir-8055	uc_hsa-mir-8055
uc_mmu-mir-7091	uc_mmu-mir-7091
uc_ptc-MIR7842	uc_ptc-MIR7842
uc_dme-mir-4975	uc_dme-mir-4975
uc_bfl-mir-4871	uc_bfl-mir-4871
uc_csa-mir-155	uc_csa-mir-155
uc_hsa-mir-3662	uc_hsa-mir-3662
uc_atr-MIR8582	uc_atr-MIR8582
uc_pxy-mir-8522	uc_pxy-mir-8522
uc_mmu-mir-7218	uc_mmu-mir-7218
uc_pxy-mir-8487	uc_pxy-mir-8487
mir-2331	mir-2331
uc_mmu-mir-7681	uc_mmu-mir-7681
uc_hsa-mir-4797	uc_hsa-mir-4797
uc_efu-mir-9275	uc_efu-mir-9275
uc_ssl-MIR1078	uc_ssl-MIR1078
uc_eca-mir-493a	uc_eca-mir-493a
uc_gga-mir-6676	uc_gga-mir-6676
uc_mmu-mir-6949	uc_mmu-mir-6949
MIR4227	MIR4227
uc_ptc-MIR6442	uc_ptc-MIR6442
uc_cel-mir-5546	uc_cel-mir-5546
uc_hsa-mir-6838	uc_hsa-mir-6838
uc_cbn-mir-7622	uc_cbn-mir-7622
uc_cel-mir-8208	uc_cel-mir-8208
uc_mmu-mir-6937	uc_mmu-mir-6937
uc_mmu-mir-6359	uc_mmu-mir-6359
uc_ppc-mir-8252b	uc_ppc-mir-8252b
uc_hsa-mir-2116	uc_hsa-mir-2116
uc_hsa-mir-3921	uc_hsa-mir-3921
uc_ame-mir-3775	uc_ame-mir-3775
mir-9424	mir-9424
uc_gga-mir-1717	uc_gga-mir-1717
uc_cel-mir-5552	uc_cel-mir-5552
mir-4081	mir-4082
uc_dvi-mir-9538	uc_dvi-mir-9538
uc_mtr-MIR5210	uc_mtr-MIR5210
uc_ppc-mir-8361	uc_ppc-mir-8361
uc_gga-mir-7454	uc_gga-mir-7454
uc_cfa-mir-8906	uc_cfa-mir-8906
uc_ipu-mir-7548	uc_ipu-mir-7548
uc_aae-mir-2946	uc_aae-mir-2946
MIR8041	mir-7637-2
uc_sja-mir-3503	uc_sja-mir-3503
uc_str-mir-252a	uc_str-mir-252a
uc_efu-mir-9247	uc_efu-mir-9247
uc_aca-mir-5390	uc_aca-mir-5390
uc_stu-MIR7990a	MIR7990
uc_str-mir-8392	uc_str-mir-8392
uc_mmu-mir-7116	uc_mmu-mir-7116
uc_bmo-mir-2859	uc_bmo-mir-2859
uc_mmu-mir-7020	uc_mmu-mir-7020
uc_cin-mir-4127	uc_cin-mir-4127
uc_hsa-mir-4495	uc_hsa-mir-4495
uc_bta-mir-2412	uc_bta-mir-2412
uc_tca-mir-3894	uc_tca-mir-3894
uc_pma-mir-4574	uc_pma-mir-4574
uc_stu-MIR8050	uc_stu-MIR8050
uc_esi-MIR3460	uc_esi-MIR3460
uc_osa-MIR5158	uc_osa-MIR5158
uc_mmu-mir-7680	uc_mmu-mir-7680
mir-3690	mir-3690-2
uc_ppc-mir-8278	uc_ppc-mir-8278
uc_ath-MIR8165	uc_ath-MIR8165
uc_ppc-mir-2256	uc_ppc-mir-2256
uc_stu-MIR8003	uc_stu-MIR8003
uc_lja-MIR7534	uc_lja-MIR7534
uc_bdi-MIR9497	uc_bdi-MIR9497
uc_hsa-mir-7158	uc_hsa-mir-7158
uc_ath-MIR5636	uc_ath-MIR5636
uc_bmo-mir-3318	uc_bmo-mir-3318
MIR8742	mir-2694-2
uc_mmu-mir-7024	uc_mmu-mir-7024
uc_cte-mir-2710	uc_cte-mir-2710
uc_hsa-mir-4474	uc_hsa-mir-4474
uc_odi-mir-1485	uc_odi-mir-1485
uc_gga-mir-1608	uc_gga-mir-1608
uc_bta-mir-2289	uc_bta-mir-2289
uc_cel-mir-4924	uc_cel-mir-4924
mir-1469	mir-1469
uc_mmu-mir-6951	uc_mmu-mir-6951
uc_cbn-mir-239b	uc_cbn-mir-239b
uc_efu-mir-9341	uc_efu-mir-9341
uc_aca-mir-5458	uc_aca-mir-5458
uc_cte-mir-2713	uc_cte-mir-2713
mir-3193	mir-3193
uc_bdi-MIR9496	uc_bdi-MIR9496
uc_api-mir-3034	uc_api-mir-3034
uc_cin-mir-4045	uc_cin-mir-4045
uc_sko-mir-4842	uc_sko-mir-4842
uc_hsa-mir-4485	uc_hsa-mir-4485
uc_oan-mir-7409	uc_oan-mir-7409
uc_ame-mir-6046	uc_ame-mir-6046
uc_eca-mir-9110	uc_eca-mir-9110
uc_bta-mir-2341	uc_bta-mir-2341
uc_hsa-mir-6722	uc_hsa-mir-6722
uc_bta-mir-7864	uc_bta-mir-7864
uc_eca-mir-8948	uc_eca-mir-8948
uc_efu-mir-9224	uc_efu-mir-9224
uc_pti-MIR5477	mir-6365
uc_stu-MIR7992	uc_stu-MIR7992
MIR4239	MIR4239
uc_mghv-mir-M1-12	uc_mghv-mir-M1-12
uc_cre-MIR1152	uc_cre-MIR1152
mir-5728	mir-5728-2
uc_mmu-mir-6898	uc_mmu-mir-6898
uc_bta-mir-7863	uc_bta-mir-7863
uc_hvu-MIR6208	uc_hvu-MIR6208
uc_eca-mir-8919	uc_eca-mir-8919
uc_pma-mir-4600	uc_pma-mir-4600
uc_ptc-MIR397c	uc_ptc-MIR397c
uc_hco-mir-5903	uc_hco-mir-5903
uc_stu-MIR8023	uc_stu-MIR8023
uc_bmo-mir-3214	uc_bmo-mir-3214
mir-3012	mir-3012
uc_mmu-mir-7068	uc_mmu-mir-7068
uc_mdo-mir-7372	uc_mdo-mir-7372
uc_dvi-mir-9543a	uc_dvi-mir-9543a
uc_hsa-mir-4261	uc_hsa-mir-4261
uc_mml-mir-7170	uc_mml-mir-7170
uc_efu-mir-9311	uc_efu-mir-9311
uc_hsa-mir-3944	uc_hsa-mir-3944
uc_mtr-MIR2660	uc_mtr-MIR2660
uc_bta-mir-6531	uc_bta-mir-6531
uc_mmu-mir-7651	uc_mmu-mir-7651
uc_str-mir-8367	uc_str-mir-8367
uc_hsa-mir-4491	uc_hsa-mir-4491
uc_eca-mir-8958	uc_eca-mir-8958
uc_hsa-mir-3973	uc_hsa-mir-3973
uc_mml-mir-1232	uc_mml-mir-1232
uc_mmu-mir-704	uc_mmu-mir-704
mir-4315	mir-2820-2
uc_hsv1-mir-H4	uc_hsv1-mir-H4
MIR6437	mir-4716
uc_tae-MIR1129	uc_tae-MIR1129
uc_ppc-mir-8221	uc_ppc-mir-8221
uc_mmu-mir-7661	uc_mmu-mir-7661
uc_dme-mir-4956	uc_dme-mir-4956
mir-1956	mir-1956
uc_bta-mir-2380	uc_bta-mir-2380
uc_ame-mir-9869	uc_ame-mir-9869
uc_gga-mir-6600	uc_gga-mir-6600
uc_ssl-MIR395	uc_ssl-MIR395
uc_gga-mir-1813-2	mir-1813-2
uc_hsa-mir-4517	uc_hsa-mir-4517
uc_hsa-mir-6072	uc_hsa-mir-6072
MIR1026	MIR1027
uc_ame-mir-6045	mir-6045
uc_sme-mir-2161	uc_sme-mir-2161
mir-3051	mir-3051-2
uc_smo-MIR1100	uc_smo-MIR1100
uc_ame-mir-9873	uc_ame-mir-9873
uc_rrv-miR-rR1-1	uc_rrv-miR-rR1-1
uc_dme-mir-4981	uc_dme-mir-4981
uc_hhi-mir-7791	uc_hhi-mir-7791
uc_stu-MIR8029	MIR7120
mir-3584	mir-8544-2
uc_ssc-mir-9785	uc_ssc-mir-9785
uc_hsa-mir-6514	uc_hsa-mir-6514
uc_ssc-mir-9856	uc_ssc-mir-9856
uc_mdo-mir-7349	uc_mdo-mir-7349
mir-2513	mir-2513
uc_hsa-mir-7706	uc_hsa-mir-7706
uc_bmo-mir-3407	uc_bmo-mir-3407
uc_mmu-mir-3109	uc_mmu-mir-3109
uc_gma-MIR9737	uc_gma-MIR9737
uc_gma-MIR5784	mir-2814-3
uc_bmo-mir-3337	uc_bmo-mir-3337
uc_bmo-mir-3357	uc_bmo-mir-3357
uc_bra-MIR5713	uc_bra-MIR5713
mir-879	mir-879
uc_aca-mir-5443	uc_aca-mir-5443
uc_dps-mir-2555	uc_dps-mir-2555
uc_hsa-mir-5581	uc_hsa-mir-5581
uc_rno-mir-3562	uc_rno-mir-3562
uc_osa-MIR7693	uc_osa-MIR7693
uc_bma-mir-5365a	mir-5365_2
uc_nve-mir-9446	uc_nve-mir-9446
uc_cte-mir-1996a	uc_cte-mir-1996a
uc_gga-mir-1562	uc_gga-mir-1562
uc_dvi-mir-976	mir-976
uc_hhv6b-mir-Ro6-2	uc_hhv6b-mir-Ro6-2
mir-4860	mir-4860
uc_hsa-mir-4744	uc_hsa-mir-4744
uc_ppe-MIR8130	uc_ppe-MIR8130
uc_ame-mir-3731	uc_ame-mir-3731
mir-705	mir-5360
uc_tca-mir-3905	uc_tca-mir-3905
uc_isc-mir-5308	uc_isc-mir-5308
mir-1294	mir-1294
uc_dps-mir-2521	uc_dps-mir-2521
uc_gra-MIR8746	uc_gra-MIR8746
uc_cbr-mir-7590	uc_cbr-mir-7590
uc_nta-MIR6155	uc_nta-MIR6155
uc_gga-mir-7443	uc_gga-mir-7443
uc_bmo-mir-3428	uc_bmo-mir-3428
uc_hco-mir-5958	uc_hco-mir-5958
uc_hsa-mir-6888	uc_hsa-mir-6888
MIR7536	mir-4879
uc_hme-mir-6304	uc_hme-mir-6304
MIR474	MIR474
uc_dme-mir-4911	uc_dme-mir-4911
uc_hsa-mir-3685	uc_hsa-mir-3685
uc_prd-mir-7965	uc_prd-mir-7965
uc_ppc-mir-2255	uc_ppc-mir-2255
uc_cte-mir-2721	uc_cte-mir-2721
uc_mmu-mir-7684	uc_mmu-mir-7684
uc_hco-mir-5942	uc_hco-mir-5942
uc_nve-mir-9442	uc_nve-mir-9442
uc_mmu-mir-7001	uc_mmu-mir-7001
uc_cel-mir-2213	uc_cel-mir-2213
uc_dvi-mir-1017	mir-1017
uc_hsa-mir-4482	uc_hsa-mir-4482
uc_mmu-mir-7238	uc_mmu-mir-7238
uc_api-mir-3019	uc_api-mir-3019
mir-4853	mir-2290
mir-190_2	mir-2067
uc_pxy-mir-8497	uc_pxy-mir-8497
uc_bta-mir-2350	uc_bta-mir-2350
uc_api-mir-3053	uc_api-mir-3053
uc_eca-mir-8939	uc_eca-mir-8939
uc_bmo-mir-3368	uc_bmo-mir-3368
uc_dme-mir-4940	uc_dme-mir-4940
uc_ptc-MIR7815	uc_ptc-MIR7815
uc_eca-mir-8965	uc_eca-mir-8965
uc_efu-mir-9367	uc_efu-mir-9367
mir-3045	mir-3045
uc_hsa-mir-4736	uc_hsa-mir-4736
uc_oan-mir-7425	uc_oan-mir-7425
uc_bta-mir-2441	uc_bta-mir-2441
uc_mmu-mir-6904	uc_mmu-mir-6904
uc_bta-mir-2410	uc_bta-mir-2410
uc_bta-mir-2342	uc_bta-mir-2342
uc_hsa-mir-6817	uc_hsa-mir-6817
uc_cbn-mir-785	uc_cbn-mir-785
uc_rlcv-mir-rL1-4	uc_rlcv-mir-rL1-4
uc_bta-mir-2398	uc_bta-mir-2398
uc_oan-mir-1342	uc_oan-mir-1342
uc_tae-MIR9669	uc_tae-MIR9669
mir-921	mir-921
uc_cin-mir-4170	uc_cin-mir-4170
uc_ath-MIR5025	uc_ath-MIR5025
uc_mmu-mir-5616	uc_mmu-mir-5616
mir-3914	mir-3914-2
uc_osa-MIR5521	uc_osa-MIR5521
uc_hsa-mir-6806	uc_hsa-mir-6806
uc_bta-mir-2291	uc_bta-mir-2291
uc_eca-mir-9076	uc_eca-mir-9076
mir-8937	mir-8937-2
uc_hsa-mir-8079	uc_hsa-mir-8079
mir-8815	mir-8315-2
uc_cel-mir-2218a	uc_cel-mir-2218a
MIR4415	mir-5459
uc_prd-mir-7873b	uc_prd-mir-7873b
uc_mmu-mir-6335	mir-4829
uc_mtr-MIR5255	uc_mtr-MIR5255
uc_hsa-mir-585	uc_hsa-mir-585
uc_gsa-mir-9402	uc_gsa-mir-9402
uc_tae-MIR9671	uc_tae-MIR9671
uc_sme-mir-2148	uc_sme-mir-2148
uc_dev-mir-D7	uc_dev-mir-D7
uc_nve-mir-2022	mir-2022
uc_efu-mir-9271	uc_efu-mir-9271
mir-BART20	mir-rL1-16
uc_dps-mir-2544	uc_dps-mir-2544
uc_gga-mir-1650	uc_gga-mir-1650
uc_ppc-mir-8320	uc_ppc-mir-8320
uc_dps-mir-2530	uc_dps-mir-2530
uc_hsa-mir-7702	uc_hsa-mir-7702
mir-7964	mir-7964
uc_ppe-MIR8125	uc_ppe-MIR8125
uc_gga-mir-3539	uc_gga-mir-3539
uc_gga-mir-6576	uc_gga-mir-6576
uc_gga-mir-6625	uc_gga-mir-6625
uc_cfa-mir-8803	uc_cfa-mir-8803
uc_cin-mir-4191	uc_cin-mir-4191
uc_hsa-mir-7155	uc_hsa-mir-7155
uc_ppc-mir-8360	uc_ppc-mir-8360
mir-2766	MIR1314
uc_ppc-mir-2260	uc_ppc-mir-2260
uc_mmu-mir-8100	uc_mmu-mir-8100
MIR840	MIR840
uc_mdo-mir-7309	uc_mdo-mir-7309
