miRBase cluster	Algorithm cluster
uc_dme-mir-4916	uc_dme-mir-4916
uc_mghv-mir-M1-6	uc_mghv-mir-M1-6
uc_mtr-MIR5261	uc_mtr-MIR5261
uc_ppc-mir-8241	uc_ppc-mir-8241
uc_eca-mir-9032	uc_eca-mir-9032
uc_prd-mir-7881	mir-7951
uc_hvu-MIR5051	uc_hvu-MIR5051
uc_cfa-mir-8860	uc_cfa-mir-8860
uc_hco-mir-40d	mir-40
uc_mmu-mir-7241	uc_mmu-mir-7241
uc_pmi-mir-2002	mir-2002
mir-6302	mir-6302-2
uc_bra-MIR9554	mir-6634
uc_gga-mir-6655	uc_gga-mir-6655
uc_eca-mir-8968	mir-8968
uc_bfl-mir-4897	uc_bfl-mir-4897
uc_spu-mir-5993	uc_spu-mir-5993
uc_osa-MIR5829	uc_osa-MIR5829
uc_hsa-mir-6797	uc_hsa-mir-6797
uc_efu-mir-9263	uc_efu-mir-9263
uc_mmu-mir-713	uc_mmu-mir-713
uc_oan-mir-1412	uc_oan-mir-1412
uc_hvt-mir-H5	uc_hvt-mir-H5
uc_api-mir-3024	uc_api-mir-3024
mir-8929	mir-8929-2
uc_mmu-mir-6911	uc_mmu-mir-6911
uc_asu-mir-5357	uc_asu-mir-5357
uc_cin-mir-4154	uc_cin-mir-4154
uc_ghr-MIR7507	uc_ghr-MIR7507
uc_oan-mir-7420	uc_oan-mir-7420
uc_ppc-mir-8228	uc_ppc-mir-8228
uc_ssa-mir-2187	mir-2187
uc_bdi-MIR5178	uc_bdi-MIR5178
uc_lja-MIR7527	uc_lja-MIR7527
mir-2545	mir-2545
uc_cbn-mir-7618	uc_cbn-mir-7618
uc_prd-mir-7915	uc_prd-mir-7915
uc_bta-mir-2315	uc_bta-mir-2315
uc_mmu-mir-7006	uc_mmu-mir-7006
uc_bmo-mir-2852	uc_bmo-mir-2852
MIR1888	MIR1888
uc_gma-MIR4348c	MIR4348
uc_mmu-mir-3962	uc_mmu-mir-3962
uc_prd-mir-7970	uc_prd-mir-7970
uc_cel-mir-1820	uc_cel-mir-1820
uc_ppt-MIR1043	uc_ppt-MIR1043
uc_hsa-mir-7978	uc_hsa-mir-7978
uc_ptc-MIR7824	uc_ptc-MIR7824
uc_mmu-mir-6935	uc_mmu-mir-6935
uc_mmu-mir-6975	uc_mmu-mir-6975
mir-4887	mir-4857
uc_bdi-MIR5176	uc_bdi-MIR5176
uc_gga-mir-1760	uc_gga-mir-1760
uc_hsa-mir-6762	uc_hsa-mir-6762
mir-2392	mir-3140
uc_gga-mir-1699	uc_gga-mir-1699
uc_hsa-mir-1229	uc_hsa-mir-1229
uc_nve-mir-9429	uc_nve-mir-9429
uc_str-mir-8397	uc_str-mir-8397
uc_esi-MIR8631	uc_esi-MIR8631
uc_bmo-mir-3255	uc_bmo-mir-3255
mir-1910	mir-1910
uc_tca-mir-3900	uc_tca-mir-3900
uc_efu-mir-9330	uc_efu-mir-9330
uc_mdo-mir-7328	uc_mdo-mir-7328
uc_ppc-mir-8355	uc_ppc-mir-8355
uc_lja-MIR7542	uc_lja-MIR7542
uc_gga-mir-1452	uc_gga-mir-1452
uc_gga-mir-6640	uc_gga-mir-6640
mir-M8	mir-M8
uc_eca-mir-9123	mir-9123
uc_bdi-MIR7747	uc_bdi-MIR7747
uc_eca-mir-9180	uc_eca-mir-9180
uc_efu-mir-9202	uc_efu-mir-9202
uc_hsa-mir-6070	uc_hsa-mir-6070
mir-BART18	mir-rL1-24
uc_gma-MIR4394	uc_gma-MIR4394
mir-5470	mir-2318
uc_hvu-MIR5053	uc_hvu-MIR5053
uc_cel-mir-2209c	mir-2209
uc_mmu-mir-5121	uc_mmu-mir-5121
uc_cpa-MIR8151	uc_cpa-MIR8151
uc_prd-mir-7937	uc_prd-mir-7937
uc_aly-MIR4233	uc_aly-MIR4233
uc_gga-mir-6572	uc_gga-mir-6572
uc_ssa-mir-734	mir-734
uc_cel-mir-794	uc_cel-mir-794
uc_cte-mir-210b	uc_cte-mir-210b
uc_atr-MIR8580	MIR8617
uc_eca-mir-9042	uc_eca-mir-9042
mir-3524	mir-3524
uc_bta-mir-2303	uc_bta-mir-2303
uc_tae-MIR9655	uc_tae-MIR9655
uc_gra-MIR8766	uc_gra-MIR8766
uc_hsa-mir-4306	uc_hsa-mir-4306
uc_hsa-mir-8083	uc_hsa-mir-8083
uc_mmu-mir-130c	uc_mmu-mir-130c
uc_cel-mir-4920	uc_cel-mir-4920
uc_pxy-mir-8531	uc_pxy-mir-8531
uc_hsa-mir-5706	uc_hsa-mir-5706
uc_hsa-mir-5588	uc_hsa-mir-5588
uc_hsa-mir-3652	uc_hsa-mir-3652
uc_gga-mir-1621	uc_gga-mir-1621
uc_gma-MIR5368	uc_gma-MIR5368
uc_dme-mir-2491	uc_dme-mir-2491
mir-6794	mir-6794
uc_ppt-MIR1038	uc_ppt-MIR1038
uc_ipu-mir-7553	mir-7553
uc_ebv-mir-BART2	mir-rL1-33
uc_eca-mir-9039	uc_eca-mir-9039
uc_ppc-mir-232	mir-232_2
uc_aly-MIR4242	uc_aly-MIR4242
uc_aly-MIR3437	uc_aly-MIR3437
uc_hsa-mir-4441	uc_hsa-mir-4441
uc_cin-mir-4186	uc_cin-mir-4186
uc_cel-mir-1830	uc_cel-mir-1830
uc_hsa-mir-4785	uc_hsa-mir-4785
uc_hcmv-mir-US29	mir-US33
uc_cfa-mir-8863	uc_cfa-mir-8863
uc_cin-mir-4033	uc_cin-mir-4033
uc_pma-mir-430e	uc_pma-mir-430e
uc_cbn-mir-72b	uc_cbn-mir-72b
mir-3136	mir-3956
uc_gma-MIR4412	uc_gma-MIR4412
uc_rrv-miR-rR1-4	uc_rrv-miR-rR1-4
uc_bta-mir-2449	uc_bta-mir-2449
uc_mdo-mir-7304	uc_mdo-mir-7304
uc_tae-MIR9675	mir-2535
mir-1597	MIR2121
uc_nve-mir-2047	uc_nve-mir-2047
uc_sja-mir-310	uc_sja-mir-310
uc_hvu-MIR6187	uc_hvu-MIR6187
uc_dre-mir-2196	uc_dre-mir-2196
uc_hsa-mir-4781	uc_hsa-mir-4781
uc_mmu-mir-3103	uc_mmu-mir-3103
uc_hsa-mir-4779	uc_hsa-mir-4779
uc_gsa-mir-9399	uc_gsa-mir-9399
uc_bra-MIR9558	mir-6610
uc_mmu-mir-5110	uc_mmu-mir-5110
uc_oan-mir-1403	mir-1403
uc_ptc-MIR6458	uc_ptc-MIR6458
uc_efu-mir-9216	uc_efu-mir-9216
uc_aca-mir-5466	uc_aca-mir-5466
uc_mmu-mir-5119	uc_mmu-mir-5119
uc_asu-mir-5348	uc_asu-mir-5348
uc_sme-mir-133b	uc_sme-mir-133b
mir-3132	mir-6089-2
uc_hbr-MIR6482	uc_hbr-MIR6482
uc_eca-mir-9047	uc_eca-mir-9047
uc_eca-mir-9135	uc_eca-mir-9135
uc_hsa-mir-4783	MIR5216
uc_ppc-mir-2233	uc_ppc-mir-2233
uc_mdo-mir-7393	mir-7394
uc_dme-mir-9374	uc_dme-mir-9374
uc_hsa-mir-4310	uc_hsa-mir-4310
uc_aca-mir-5437	uc_aca-mir-5437
uc_mdv1-mir-M3	uc_mdv1-mir-M3
uc_ppe-MIR6273	uc_ppe-MIR6273
uc_ppc-mir-8349	uc_ppc-mir-8349
MIR7120	mir-5897
uc_hsa-mir-6783	uc_hsa-mir-6783
uc_gga-mir-7459	uc_gga-mir-7459
uc_dme-mir-9369	uc_dme-mir-9369
uc_mmu-mir-6539	uc_mmu-mir-6539
uc_hiv1-mir-N367	uc_hiv1-mir-N367
uc_hsa-mir-1269b	mir-1269
uc_eca-mir-9062	uc_eca-mir-9062
uc_mmu-mir-8116	uc_mmu-mir-8116
uc_bhv1-mir-B2	uc_bhv1-mir-B2
uc_osa-MIR5505	mir-3580
uc_cin-mir-4152	uc_cin-mir-4152
uc_mdo-mir-7315	uc_mdo-mir-7315
uc_eca-mir-9173	uc_eca-mir-9173
uc_nve-mir-9434	uc_nve-mir-9434
mir-4904	mir-4904
uc_sma-mir-8459	uc_sma-mir-8459
uc_pab-MIR3700	uc_pab-MIR3700
uc_gga-mir-1804	uc_gga-mir-1804
uc_rgl-MIR5578	uc_rgl-MIR5578
uc_tgu-mir-2986	uc_tgu-mir-2986
mir-3605	mir-4427
uc_hsa-mir-4704	uc_hsa-mir-4704
uc_kshv-mir-K12-4	uc_kshv-mir-K12-4
uc_hsa-mir-6814	uc_hsa-mir-6814
uc_mdo-mir-7362	uc_mdo-mir-7362
uc_sja-mir-3483	uc_sja-mir-3483
uc_hco-mir-5962	uc_hco-mir-5962
uc_gga-mir-1554	uc_gga-mir-1554
uc_sma-mir-8433	uc_sma-mir-8433
uc_gga-mir-1462	uc_gga-mir-1462
uc_bmo-mir-3275	uc_bmo-mir-3275
uc_ppc-mir-8282a	mir-8282
uc_cin-mir-4102	uc_cin-mir-4102
uc_gga-mir-7474	uc_gga-mir-7474
uc_pma-mir-4630	uc_pma-mir-4630
uc_bta-mir-2459	uc_bta-mir-2459
uc_ptc-MIR480	mir-9771
uc_mmu-mir-3057	uc_mmu-mir-3057
uc_mdo-mir-7317	uc_mdo-mir-7317
uc_bta-mir-2307	uc_bta-mir-2307
uc_pxy-mir-8493	uc_pxy-mir-8493
uc_gga-mir-1767	uc_gga-mir-1767
uc_api-mir-3027	uc_api-mir-3027
uc_cin-mir-4118	uc_cin-mir-4118
mir-1892	mir-1892
uc_bmo-mir-3303	uc_bmo-mir-3303
mir-9058	mir-9058
uc_gga-mir-1598	uc_gga-mir-1598
uc_mmu-mir-195b	uc_mmu-mir-195b
uc_bta-mir-1843	uc_bta-mir-1843
mir-8904	mir-8904
uc_gga-mir-1456	mir-9310
uc_gma-MIR2107	uc_gma-MIR2107
uc_ipu-mir-7555	uc_ipu-mir-7555
MIR2599	mir-1399
uc_mmu-mir-6351	uc_mmu-mir-6351
uc_mtr-MIR5273	uc_mtr-MIR5273
uc_mmu-mir-1941	uc_mmu-mir-1941
uc_bmo-mir-3378	uc_bmo-mir-3378
uc_hsa-mir-6883	uc_hsa-mir-6883
uc_hsa-mir-6892	uc_hsa-mir-6892
MIR2934	mir-4988
uc_ppc-mir-8294	uc_ppc-mir-8294
MIR2108	MIR2108
uc_ssc-mir-9805	mir-9805
uc_cin-mir-4091	uc_cin-mir-4091
uc_pma-mir-4582	uc_pma-mir-4582
uc_ppc-mir-2b	uc_ppc-mir-2b
uc_hsa-mir-4469	uc_hsa-mir-4469
uc_dme-mir-2501	uc_dme-mir-2501
uc_mdo-mir-7256	uc_mdo-mir-7256
uc_sly-MIR1917	MIR7983
uc_bma-mir-5851	MIR1313
uc_mmu-mir-5127	uc_mmu-mir-5127
uc_bta-mir-3602	uc_bta-mir-3602
uc_prd-mir-7901	uc_prd-mir-7901
uc_cin-mir-4121	uc_cin-mir-4121
uc_cte-mir-2704	mir-8844
uc_prd-mir-7943	uc_prd-mir-7943
uc_eca-mir-9167	uc_eca-mir-9167
uc_bta-mir-2470	uc_bta-mir-2470
MIR169_1	mir-25
uc_api-mir-2765	uc_api-mir-2765
uc_cin-mir-4141	uc_cin-mir-4141
uc_nve-mir-9438	uc_nve-mir-9438
uc_gga-mir-1696	uc_gga-mir-1696
uc_oan-mir-1417	uc_oan-mir-1417
uc_nve-mir-2051	uc_nve-mir-2051
uc_gra-MIR8632	uc_gra-MIR8632
uc_nve-mir-2037	uc_nve-mir-2037
uc_eca-mir-9064	uc_eca-mir-9064
uc_smo-MIR1114	uc_smo-MIR1114
uc_ppt-MIR1032	uc_ppt-MIR1032
uc_cin-mir-4201	uc_cin-mir-4201
uc_iltv-mir-I6	uc_iltv-mir-I6
uc_hsa-mir-4717	uc_hsa-mir-4717
mir-2976	mir-6787
uc_prd-mir-7877	uc_prd-mir-7877
uc_gga-mir-1772	uc_gga-mir-1772
uc_prd-mir-7917	uc_prd-mir-7917
uc_ipu-mir-7576	uc_ipu-mir-7576
uc_ipu-mir-7572	uc_ipu-mir-7572
uc_mmu-mir-6961	uc_mmu-mir-6961
uc_hsa-mir-6823	uc_hsa-mir-6823
uc_asu-mir-5342	uc_asu-mir-5342
uc_ppc-mir-8300	uc_ppc-mir-8300
uc_hsa-mir-4270	uc_hsa-mir-4270
mir-4057	mir-4057
uc_hsa-mir-6795	uc_hsa-mir-6795
uc_gga-mir-6694	uc_gga-mir-6694
uc_mtr-MIR5277	uc_mtr-MIR5277
uc_nta-MIR6159	uc_nta-MIR6159
uc_gga-mir-1757	uc_gga-mir-1757
uc_mdo-mir-7334	uc_mdo-mir-7334
uc_pma-mir-4596	uc_pma-mir-4596
uc_bmo-mir-2752	uc_bmo-mir-2752
uc_pma-mir-4623	uc_pma-mir-4623
uc_cin-mir-4162	uc_cin-mir-4162
uc_rmi-mir-5324	uc_rmi-mir-5324
uc_hsa-mir-5690	uc_hsa-mir-5690
uc_hsa-mir-7112	uc_hsa-mir-7112
uc_hsa-mir-6718	uc_hsa-mir-6718
uc_gga-mir-6663	uc_gga-mir-6663
uc_prd-mir-7921	uc_prd-mir-7921
uc_sja-mir-3486	uc_sja-mir-3486
uc_hma-mir-3014	uc_hma-mir-3014
uc_ame-mir-3739	uc_ame-mir-3739
uc_str-mir-7880n	uc_str-mir-7880n
uc_hco-mir-5955	uc_hco-mir-5955
uc_hsa-mir-3928	uc_hsa-mir-3928
uc_mmu-mir-6957	uc_mmu-mir-6957
uc_eca-mir-8966	uc_eca-mir-8966
uc_sko-mir-193a	uc_sko-mir-193a
uc_vvi-MIR3637	MIR822
uc_osa-MIR2101	uc_osa-MIR2101
mir-8512	mir-8512-2
mir-5892	mir-5892
uc_hsa-mir-4296	mir-4751
uc_hma-mir-2030	mir-2030
uc_ame-mir-750	mir-750_1
uc_crm-mir-7606	uc_crm-mir-7606
uc_eca-mir-9026	uc_eca-mir-9026
MIR847	MIR847
uc_cel-mir-5551	mir-9_2
uc_sme-mir-125b	uc_sme-mir-125b
uc_ath-MIR5646	MIR8173
uc_hvu-MIR6179	uc_hvu-MIR6179
uc_ddi-mir-1176	uc_ddi-mir-1176
uc_bdi-MIR7732	uc_bdi-MIR7732
uc_mmu-mir-6390	uc_mmu-mir-6390
uc_gra-MIR8753	mir-8455
uc_mmu-mir-6934	uc_mmu-mir-6934
uc_hsa-mir-5100	mir-5100
uc_bta-mir-2286	uc_bta-mir-2286
uc_ssc-mir-9823	uc_ssc-mir-9823
uc_cin-mir-181	uc_cin-mir-181
mir-4774	mir-2944
uc_ppc-mir-2274	uc_ppc-mir-2274
mir-4523	mir-9416-2
uc_bmo-mir-2761	uc_bmo-mir-2761
uc_ppc-mir-8357	uc_ppc-mir-8357
uc_hsa-mir-4501	uc_hsa-mir-4501
uc_hco-mir-5945	uc_hco-mir-5945
uc_ppc-mir-8348	uc_ppc-mir-8348
uc_mdo-mir-7348	uc_mdo-mir-7348
uc_ppc-mir-8248	mir-8325
uc_cin-mir-5599	uc_cin-mir-5599
uc_ppc-mir-8299	uc_ppc-mir-8299
uc_pab-MIR3702	mir-3155
uc_cgr-mir-2424	mir-2424
uc_gga-mir-6562	uc_gga-mir-6562
uc_hsa-mir-3177	uc_hsa-mir-3177
uc_ssc-mir-9836	uc_ssc-mir-9836
uc_iltv-mir-I7	mir-4637
uc_hsa-mir-4661	uc_hsa-mir-4661
uc_hsa-mir-1279	uc_hsa-mir-1279
uc_nve-mir-9425	uc_nve-mir-9425
uc_osa-MIR5071	uc_osa-MIR5071
mir-8873	MIR8706
MIR1440	MIR1440
uc_sma-mir-8482	uc_sma-mir-8482
mir-3957	mir-3957
uc_gga-mir-1660	uc_gga-mir-1660
uc_mghv-mir-M1-3	uc_mghv-mir-M1-3
mir-1182	mir-1182
uc_hsa-mir-6804	uc_hsa-mir-6804
uc_mtr-MIR5238	MIR2109
uc_cel-mir-4931	mir-8197
uc_hsa-mir-4764	uc_hsa-mir-4764
uc_cfa-mir-8872	uc_cfa-mir-8872
uc_sme-mir-2153	mir-2206
uc_prd-mir-7962	mir-7962
uc_bta-mir-2309	uc_bta-mir-2309
uc_cin-mir-4006g	uc_cin-mir-4006g
uc_cel-mir-1824	uc_cel-mir-1824
uc_kshv-mir-K12-7	uc_kshv-mir-K12-7
uc_ppc-mir-8310	uc_ppc-mir-8310
uc_hsa-mir-6780a	uc_hsa-mir-6780a
uc_ppc-mir-8255	uc_ppc-mir-8255
uc_sha-mir-1546	mir-1546
mir-9193	mir-9788-2
uc_ame-mir-9877	uc_ame-mir-9877
uc_pma-mir-4611	uc_pma-mir-4611
uc_pxy-mir-8492	uc_pxy-mir-8492
uc_pxy-mir-8518	uc_pxy-mir-8518
uc_cin-mir-4163	uc_cin-mir-4163
uc_tca-mir-6018	uc_tca-mir-6018
uc_hsa-mir-6081	uc_hsa-mir-6081
uc_efu-mir-9323	uc_efu-mir-9323
uc_ame-mir-9868	uc_ame-mir-9868
uc_ppc-mir-8316	uc_ppc-mir-8316
uc_mmu-mir-6383	uc_mmu-mir-6383
uc_nve-mir-9419	uc_nve-mir-9419
uc_cel-mir-8210	mir-8210
uc_cpa-MIR8148	uc_cpa-MIR8148
uc_efu-mir-9348	uc_efu-mir-9348
uc_gga-mir-1674	uc_gga-mir-1674
uc_cin-let-7f	uc_cin-let-7f
uc_ssc-mir-4338	uc_ssc-mir-4338
uc_esi-MIR3453	uc_esi-MIR3453
uc_prd-mir-7897	uc_prd-mir-7897
uc_hsa-mir-6077	uc_hsa-mir-6077
uc_hsa-mir-4726	uc_hsa-mir-4726
uc_hsa-mir-4293	uc_hsa-mir-4293
uc_gga-mir-1571	uc_gga-mir-1571
uc_hvu-MIR6211	uc_hvu-MIR6211
uc_gga-mir-6649	uc_gga-mir-6649
uc_cel-mir-271	uc_cel-mir-271
uc_bta-mir-2316	uc_bta-mir-2316
mir-3431	mir-3431
uc_aca-mir-5440	uc_aca-mir-5440
uc_mmu-mir-6977	uc_mmu-mir-6977
uc_atr-MIR8615	uc_atr-MIR8615
mir-1698	mir-3188
uc_eca-mir-8943	mir-8943
uc_cre-MIR1169	uc_cre-MIR1169
uc_hvu-MIR6204	uc_hvu-MIR6204
uc_str-mir-8373	uc_str-mir-8373
uc_bna-MIR6033	uc_bna-MIR6033
uc_rgl-MIR5137	uc_rgl-MIR5137
uc_mdo-mir-7397	uc_mdo-mir-7397
uc_dme-mir-9372	uc_dme-mir-9372
uc_ath-MIR826a	MIR826
uc_osa-MIR5485	MIR829
uc_sme-mir-2171	uc_sme-mir-2171
mir-3533	mir-3533
uc_bta-mir-2463	uc_bta-mir-2463
uc_hsa-mir-3975	uc_hsa-mir-3975
uc_aca-mir-5464	uc_aca-mir-5464
uc_gga-mir-1614	mir-6756
uc_bma-mir-5361	uc_bma-mir-5361
uc_cel-mir-1022	uc_cel-mir-1022
uc_ppc-mir-2250	uc_ppc-mir-2250
uc_mmu-mir-6996	uc_mmu-mir-6996
uc_gga-mir-1807	uc_gga-mir-1807
uc_hsa-mir-4790	uc_hsa-mir-4790
uc_hsa-mir-6510	uc_hsa-mir-6510
uc_ame-mir-3733	uc_ame-mir-3733
uc_hco-mir-5917	uc_hco-mir-5917
mir-7445	mir-7445-2
mir-3479	mir-4428
uc_cin-mir-4000g	uc_cin-mir-4000g
uc_hsa-mir-4468	uc_hsa-mir-4468
uc_hsa-mir-4456	uc_hsa-mir-4456
uc_hsa-mir-4681	uc_hsa-mir-4681
uc_hco-mir-5891	uc_hco-mir-5891
uc_mmu-mir-5709	uc_mmu-mir-5709
uc_cin-mir-4134	uc_cin-mir-4134
uc_gga-mir-1775	uc_gga-mir-1775
uc_dev-mir-D24	uc_dev-mir-D24
uc_pma-mir-4628	mir-5455
uc_hsa-mir-4271	uc_hsa-mir-4271
uc_hsa-mir-4329	uc_hsa-mir-4329
mir-9002	mir-973
uc_sko-mir-4835	mir-4835
mir-9436	mir-6317-2
uc_mmu-mir-6984	uc_mmu-mir-6984
uc_bta-mir-2420	uc_bta-mir-2420
uc_gga-mir-1453	uc_gga-mir-1453
uc_mmu-mir-6417	uc_mmu-mir-6417
mir-1288	mir-1288
uc_bmo-mir-2838	uc_bmo-mir-2838
uc_bdi-MIR5201	MIR5084
uc_hsa-mir-4527	uc_hsa-mir-4527
uc_cel-mir-4816	uc_cel-mir-4816
uc_mdo-mir-7329	uc_mdo-mir-7329
uc_mdo-mir-7272	uc_mdo-mir-7272
uc_rmi-mir-5317b	uc_rmi-mir-5317b
uc_efu-mir-9208	uc_efu-mir-9208
uc_gsa-mir-96a	uc_gsa-mir-96a
uc_nta-MIR6145c	uc_nta-MIR6145c
uc_hsa-mir-6717	uc_hsa-mir-6717
uc_bta-mir-2899	mir-7154
uc_ppc-mir-8328	uc_ppc-mir-8328
uc_hsa-mir-3183	uc_hsa-mir-3183
uc_cre-MIR1164	uc_cre-MIR1164
uc_prd-mir-7942	uc_prd-mir-7942
uc_mmu-mir-6404	uc_mmu-mir-6404
uc_gga-mir-6567	mir-Ro6-4
mir-2980	mir-2980-2
uc_mdo-mir-7259	uc_mdo-mir-7259
uc_bma-mir-5849	uc_bma-mir-5849
uc_dme-mir-2493	uc_dme-mir-2493
uc_gra-MIR3267	uc_gra-MIR3267
uc_hvu-MIR5052	uc_hvu-MIR5052
uc_gga-mir-1561	uc_gga-mir-1561
uc_ame-mir-9865	uc_ame-mir-9865
uc_mse-mir-306	mir-306_2
uc_dme-mir-4964	mir-4964
uc_gga-mir-6607	uc_gga-mir-6607
uc_ppt-MIR1046	uc_ppt-MIR1046
uc_bra-MIR5719	MIR2609
uc_gga-mir-1735	uc_gga-mir-1735
uc_eca-mir-1379	uc_eca-mir-1379
uc_efu-mir-9206	mir-9342
uc_eca-mir-9045	uc_eca-mir-9045
uc_mmu-mir-5112	uc_mmu-mir-5112
uc_mmu-mir-2183	uc_mmu-mir-2183
uc_mmu-mir-3963	mir-3963
uc_hsa-mir-3616	uc_hsa-mir-3616
uc_gma-MIR9750	uc_gma-MIR9750
uc_sja-mir-3493	uc_sja-mir-3493
uc_ppe-MIR6271	uc_ppe-MIR6271
uc_eca-mir-9117	uc_eca-mir-9117
uc_tca-mir-3884	uc_tca-mir-3884
uc_mdo-mir-7363	uc_mdo-mir-7363
uc_oan-mir-7430	uc_oan-mir-7430
uc_bta-mir-2442	uc_bta-mir-2442
uc_spu-mir-4855	uc_spu-mir-4855
uc_eca-mir-8994	uc_eca-mir-8994
uc_mdo-mir-7387	uc_mdo-mir-7387
uc_bdi-MIR7780	uc_bdi-MIR7780
uc_cbn-mir-7632	uc_cbn-mir-7632
uc_bta-mir-2426	uc_bta-mir-2426
uc_tca-mir-3870	uc_tca-mir-3870
uc_gga-mir-6684	uc_gga-mir-6684
uc_isc-mir-5309	uc_isc-mir-5309
uc_bmo-mir-375	uc_bmo-mir-375
uc_cfa-mir-8834b	mir-8834
uc_oan-mir-1407	uc_oan-mir-1407
mir-23c	mir-5847-2
uc_mdo-mir-1540a	mir-1540
uc_gga-mir-1751	uc_gga-mir-1751
uc_aly-MIR3433	uc_aly-MIR3433
uc_hcmv-mir-UL69	uc_hcmv-mir-UL69
uc_str-mir-8396	uc_str-mir-8396
uc_dev-mir-D20	uc_dev-mir-D20
MIR1523	MIR1523
uc_ath-MIR406	MIR7708
uc_tca-mir-3873	MIR8781
uc_mse-mir-2779	mir-2779
uc_prv-mir-LLT7	uc_prv-mir-LLT7
uc_eca-mir-8951	uc_eca-mir-8951
uc_gga-mir-6656	uc_gga-mir-6656
uc_hsa-mir-8082	uc_hsa-mir-8082
uc_ath-MIR832	mir-960
uc_ame-mir-9883	uc_ame-mir-9883
uc_cin-mir-4070	uc_cin-mir-4070
uc_hsa-mir-5703	uc_hsa-mir-5703
uc_cin-mir-4101	uc_cin-mir-4101
uc_hco-mir-5946c	mir-5946
uc_hiv1-mir-TAR	uc_hiv1-mir-TAR
uc_dme-mir-974	uc_dme-mir-974
uc_osa-MIR5792	uc_osa-MIR5792
uc_lgi-mir-1988	uc_lgi-mir-1988
MIR8624	MIR8624
uc_bmo-mir-3302	uc_bmo-mir-3302
uc_hsa-mir-3675	uc_hsa-mir-3675
uc_bmo-mir-2842	uc_bmo-mir-2842
uc_aca-mir-5416	uc_aca-mir-5416
uc_mml-mir-7192	uc_mml-mir-7192
uc_prd-mir-7966a	uc_prd-mir-7966a
uc_hsa-mir-2115	mir-3228
uc_gga-mir-6612	uc_gga-mir-6612
uc_gra-MIR8747	uc_gra-MIR8747
uc_hsa-mir-5571	uc_hsa-mir-5571
uc_hsa-mir-6884	uc_hsa-mir-6884
mir-1993	mir-1993
uc_bta-mir-2328	uc_bta-mir-2328
uc_hco-mir-5961	uc_hco-mir-5961
uc_rmi-mir-5320	uc_rmi-mir-5320
uc_odi-mir-1469	uc_odi-mir-1469
uc_ssc-mir-9794	uc_ssc-mir-9794
mir-734	mir-1743
uc_tae-MIR9659	uc_tae-MIR9659
uc_eca-mir-9161	uc_eca-mir-9161
uc_sja-mir-3482	uc_sja-mir-3482
uc_mml-mir-7167	uc_mml-mir-7167
uc_rlcv-mir-rL1-34	uc_rlcv-mir-rL1-34
mir-8186	mir-8186-2
uc_mmu-mir-3101	uc_mmu-mir-3101
uc_ppt-MIR1029	MIR5559
mir-BART14	mir-rL1-23
uc_gga-mir-1766	uc_gga-mir-1766
uc_oan-mir-1330	mir-1330
uc_gsa-mir-278	uc_gsa-mir-278
uc_ssa-mir-8160	mir-8161
uc_prd-mir-7876	uc_prd-mir-7876
MIR9486	mir-2432
MIR7540	mir-4856
uc_hsa-mir-4748	uc_hsa-mir-4748
uc_xbo-mir-2012	mir-2012
uc_eca-mir-9176	uc_eca-mir-9176
uc_vvi-MIR3635	uc_vvi-MIR3635
uc_bta-mir-6525	uc_bta-mir-6525
uc_eca-mir-9001	uc_eca-mir-9001
uc_gma-MIR4390	uc_gma-MIR4390
uc_pma-mir-4542	uc_pma-mir-4542
uc_hsa-mir-5699	uc_hsa-mir-5699
uc_cfa-mir-8901	uc_cfa-mir-8901
uc_bta-mir-2399	MIR1220
mir-4848	mir-4042
uc_osa-MIR5803	MIR5803
uc_bmo-mir-3266	uc_bmo-mir-3266
uc_dvi-mir-9547	uc_dvi-mir-9547
uc_hsa-mir-3917	uc_hsa-mir-3917
uc_hcmv-mir-US4	uc_hcmv-mir-US4
uc_cin-mir-4056	uc_cin-mir-4056
uc_cin-mir-4111	uc_cin-mir-4111
uc_tca-mir-3842	uc_tca-mir-3842
uc_mmu-mir-7239	uc_mmu-mir-7239
uc_dme-mir-4914	uc_dme-mir-4914
uc_iltv-mir-I4	uc_iltv-mir-I4
uc_efu-mir-9285	uc_efu-mir-9285
uc_ppc-mir-8287	uc_ppc-mir-8287
uc_mmu-mir-6369	uc_mmu-mir-6369
uc_mmu-mir-8102	uc_mmu-mir-8102
uc_ppc-mir-8225	uc_ppc-mir-8225
mir-4477	mir-4477
uc_bmo-mir-3406	uc_bmo-mir-3406
uc_dme-mir-2282	uc_dme-mir-2282
uc_rlcv-mir-rL1-20	uc_rlcv-mir-rL1-20
uc_hco-mir-5923	uc_hco-mir-5923
uc_efu-mir-9365	uc_efu-mir-9365
uc_osa-MIR1426	uc_osa-MIR1426
uc_mmu-mir-6342	uc_mmu-mir-6342
uc_str-mir-8395	MIR3709
uc_pma-mir-4559	uc_pma-mir-4559
uc_osa-MIR5508	uc_osa-MIR5508
mir-1434	mir-2404
uc_oan-mir-7413	uc_oan-mir-7413
uc_mtr-MIR2595	uc_mtr-MIR2595
uc_hco-mir-5352	uc_hco-mir-5352
uc_mtr-MIR5749	uc_mtr-MIR5749
uc_cin-mir-4025	uc_cin-mir-4025
uc_ame-mir-3789	uc_ame-mir-3789
uc_bmo-mir-3367	uc_bmo-mir-3367
